id,original_language,original_title,popularity,release_date,genre,overview,revenue,runtime,tagline
6181,fr,Chambre 212,17.033,10/9/2019,"['Comedy', 'Drama']","After 20 years of marriage, Maria decides to leave her husband. She moves into room 212 at the hotel across the street, with a bird’s-eye view of her apartment, her husband and the life she shared with him. While she wonders if she made the right decision, many of the people in her life offer their opinions on the matter. They intend to let her know, whether she likes it or not, on what proves to be a life-changing evening.",0,88,
1025,en,American Pie 2,61.186,8/10/2001,"['Comedy', 'Romance']","After a year apart - attending different schools, meeting different people - the guys rent a beach house and vow to make this the best summer ever. As it turns out, whether that will happen or not has a lot to do with the girls. Between the wild parties, outrageous revelations and yes, a trip to band camp, they discover that times change and people change, but in the end, it's all about sticking together.",287553595,108,This Summer It's All About Sticking Together.
5112,en,The Highwaymen,19.871,3/15/2019,"['Crime', 'Drama', 'Thriller']","In 1934, Frank Hamer and Manny Gault, two former Texas Rangers, are commissioned to put an end to the wave of vicious crimes perpetrated by Bonnie Parker and Clyde Barrow, a notorious duo of infamous robbers and cold-blooded killers who nevertheless are worshiped by the public.",0,133,The legends who took down Bonnie & Clyde
8562,en,Cadillac Records,11.445,12/5/2008,"['Drama', 'History', 'Music']","The story of sex, violence, race and rock and roll in 1950s Chicago, and the exciting but turbulent lives of some of America's musical legends, including Muddy Waters, Leonard Chess, Little Walter, Howlin' Wolf, Etta James and Chuck Berry.",8880045,109,
5368,en,Collateral,14.349,8/4/2004,"['Drama', 'Crime', 'Thriller']",Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,217764291,120,It started like any other night.
2354,en,The Mist,28.204,11/21/2007,"['Horror', 'Science Fiction', 'Thriller']","After a violent storm, a dense cloud of mist envelops a small Maine town, trapping artist David Drayton and his five-year-old son in a local grocery store with other people. They soon discover that the mist conceals deadly horrors that threaten their lives, and worse, their sanity.",57096190,126,"Belief divides them, mystery surrounds them, but fear changes everything."
7278,en,Rip Tide,16.193,10/3/2017,"['Family', 'Drama']","There comes a point in everyone’s life when you have to make a decision about the direction you’re going to take. For newly-18 American fashion model Cora, that time is now. She’s moved to an Australian coastal town to be with her favourite aunt, after a 'fashion faux pas’ back home.",0,85,She's a fashionista out of water...but she's about to get back in the swim of things.
3602,pt,Sábado no mato,23.807,11/9/2021,[],It's Saturday in the woods: strange noises draw the girl's attention. It's the Devil.,0,0,
773,ja,ドラゴンボールZ 銀河ギリギリ!! ぶっちぎりの凄い奴,77.856,7/10/1993,"['Action', 'Animation', 'Science Fiction']","Mr. Money is holding another World Martial Arts Tournament and Mr. Satan invites everyone in the world to join in. Little does he know that Bojack, an ancient villain who has escaped his prison, is competing. Since Goku is currently dead, it is up to Gohan, Vegeta, and Trunks to defeat Bojack and his henchman.",0,51,
6773,en,The Flintstones & WWE: Stone Age SmackDown!,12.357,3/17/2015,"['Animation', 'Comedy', 'Family', 'Adventure']","The WWE comes to town in the new animated film teaming the Flintstones with Bedrock-ready versions of John Cena, Daniel Bryan and more.",0,52,
8809,zh,警察故事2013,10.662,12/24/2013,"['Action', 'Crime', 'Drama', 'Thriller']","A man looking for the release of a long-time prisoner takes a police officer, his daughter, and a group of strangers hostage.",81170000,108,
3382,en,Planet Terror,24.456,4/6/2007,"['Horror', 'Action', 'Thriller']","Two doctors find their graveyard shift inundated with townspeople ravaged by sores. Among the wounded is Cherry, a dancer whose leg was ripped from her body. As the invalids quickly become enraged aggressors, Cherry and her ex-boyfriend Wray lead a team of accidental warriors into the night.",0,105,Humanity's last hope… rests on a high power machine gun!
641,en,Incredibles 2,79.377,6/14/2018,"['Action', 'Adventure', 'Animation', 'Family']","Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",1242805359,118,Back to work.
4233,en,Mother's Day,18.156,4/28/2016,"['Comedy', 'Drama', 'Romance']",Intersecting stories with different moms collide on Mother's Day.,48782670,118,Celebrate the one day that connects us all
3815,en,The Spy Who Dumped Me,23.842,8/2/2018,"['Action', 'Comedy']","Audrey and Morgan, two thirty-year-old best friends in Los Angeles, are thrust unexpectedly into an international conspiracy when Audrey’s ex-boyfriend shows up at their apartment with a team of deadly assassins on his trail.",33562069,117,They got this
4104,fr,Jack et la mécanique du cœur,23.236,2/5/2014,"['Animation', 'Romance', 'Adventure', 'Drama', 'Fantasy']","In Scotland 1874, Jack is born on the coldest day ever. Because of the extreme cold, his heart stops beating. The responsible midwife in Edinburgh finds a way to save him by replacing his heart with a clock. So he lives and remains under the midwife's protective care. But he must not get angry or excited because that endangers his life by causing his clock to stop working. Worse than that, when he grows up, he has to face the fact he cannot fall in love because that too could stop his delicate heart.",3445000,94,
9925,pt,O Doutrinador,7.038,11/1/2018,"['Thriller', 'Action', 'Crime', 'Drama']","Miguel is a federal agent, highly trained and skilled in weapons. After experiencing trauma in his personal life, he sets out on a journey of revenge, assuming the identity of a masked vigilante. The Awakener decides to do justice with his own hands by exterminating corrupt politicians.",2000000,108,Corruption has created its greatest enemy
1108,en,Descendants 3,78.113,8/2/2019,"['Family', 'TV Movie', 'Music', 'Adventure', 'Fantasy']",The teenagers of Disney's most infamous villains return to the Isle of the Lost to recruit a new batch of villainous offspring to join them at Auradon Prep.,0,106,"You didn't think this was the end of the story, did you?"
3527,en,The Butterfly Effect 2,20.121,8/17/2006,"['Drama', 'Science Fiction', 'Thriller']","After his girlfriend, Julie, and two best friends are killed in a tragic auto accident, Nick struggles to cope with his loss and grief. Suffering from migraine-like seizures, Nick soon discovers that he has the power to change the past via his memories. However, his time-traveling attempts to alter the past and save his one true love have unexpected and dire consequences.",0,95,Can you change your past without destroying your future?
3495,ja,四月は君の嘘,20.757,9/10/2016,"['Drama', 'Music', 'Romance']","Arima Kousei won numerous piano competitions while under the strict watch of his mother. He was known as the human metronome during that time. Since the death of his mother, Kousei has been unable to hear the sound of his piano. He then meets Miyazono Kaori through childhood friend Sawabe Tsubaki. Kaori plays the violin and has a free sprit. Since meeting her, Kousei is able to face the piano again. Meanwhile, Kaori holds a secret.",0,122,
1420,en,The Transporter Refueled,53.244,9/2/2015,"['Action', 'Thriller', 'Crime']","The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father.",72629670,96,He Delivers.
6923,en,Titan A.E.,14.527,6/16/2000,"['Animation', 'Action', 'Science Fiction', 'Family', 'Adventure']","A young man finds out that he holds the key to restoring hope and ensuring survival for the human race, while an alien species called the Drej are bent on mankind's destruction.",36754634,94,"When Earth Ends, The Adventure Begins."
3881,en,Annette,21.031,7/6/2021,"['Drama', 'Romance', 'Music']","The story of Henry, a stand-up comedian with a fierce sense of humour and Ann, a singer of international renown. In the spotlight, they are the perfect couple, healthy, happy, and glamourous. The birth of their first child, Annette, a mysterious girl with an exceptional destiny, will change their lives.",2576020,140,"As dangerous, as intense, as love."
8353,en,StreetDance 2,11.978,3/30/2012,"['Music', 'Drama', 'Romance']","After suffering humiliation by the crew Invincible, street dancer Ash looks to gather the best dancers from around the world for a rematch.",0,85,The beat is back
6245,en,Aurora Teagarden Mysteries: A Very Foul Play,14.306,8/18/2019,"['Mystery', 'TV Movie']","At a gathering of mystery and true crime fans, Aurora Teagarden’s nephew, Phillip, is accused of murder when an unplanned onstage blackout during the play in which he is performing ends, revealing Phillip holding the bloody knife that has just killed one of the other performers.  12th installment in Aurora Teagarden Mysteries",0,84,
4938,en,Maid in Manhattan,21.988,12/13/2002,"['Comedy', 'Drama', 'Romance']","Marisa Ventura is a struggling single mom who works at a posh Manhattan hotel and dreams of a better life for her and her young son. One fateful day, hotel guest and senatorial candidate Christopher Marshall meets Marisa and mistakes her for a wealthy socialite. After an enchanting evening together, the two fall madly in love. But when Marisa's true identity is revealed, issues of class and social status threaten to separate them. Can two people from very different worlds overcome their differences and live happily ever after?",154906693,105,
6798,en,Daniel Isn't Real,12.84,12/6/2019,"['Fantasy', 'Horror', 'Mystery', 'Thriller']","A troubled college freshman, Luke, suffers a violent family trauma and resurrects his childhood imaginary friend Daniel to help him cope.",0,100,But he's coming out to play
7812,en,Brother,12.518,12/13/2000,"['Crime', 'Drama', 'Thriller']","A Japanese Yakuza gangster’s deadly existence in his homeland gets him exiled to Los Angeles, where he is taken in by his little brother and his brother’s gang.",15250000,114,Are You Japanese?
1680,en,Home,43.411,3/18/2015,"['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']","When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",368871007,94,Worlds Collide
6715,en,Take Your Pills,12.351,3/9/2018,['Documentary'],"In a hypercompetitive world, drugs like Adderall offer students, athletes, coders and others a way to do more -- faster and better. But at what cost?",0,87,What would you take to be the best?
633,en,The Incredibles,82.059,10/27/2004,"['Action', 'Adventure', 'Animation', 'Family']","Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",631442092,115,"No gut, no glory"
2569,ko,브이아이피,28.392,8/23/2017,"['Crime', 'Thriller', 'Action']","A son to a high-ranked official in North Korea commits a series of murders going across the countries around the world. The movie depicts the following events as South Korea, North Korea and Interpol start chasing down after him.",0,128,
7359,en,The Birch,11.548,6/14/2016,"['Fantasy', 'Horror']","A bullied schoolboy takes drastic measures against his tormenter, summoning an ancient being in the woods using a spellbound book passed down through the generations of his family.",0,4,Revenge grows in the forest.
2166,ja,小鳥遊六花・改 ～劇場版 中二病でも恋がしたい!～,38.379,9/14/2013,"['Comedy', 'Animation', 'Drama', 'Romance']","Summary of the first season of the show, as seen from Rikka's perspective with new elements.",0,97,
8169,en,3 Ninjas,12.701,8/7/1992,"['Family', 'Action', 'Adventure', 'Comedy']","Each year, three brothers Samuel, Jeffrey and Michael Douglas visits their Japanese grandfather, Mori Shintaro whom the boys affectionately refer to as Grandpa, for the summer. Mori is a highly skilled in the fields of Martial arts and Ninjutsu, and for years he has trained the boys in his techniques. After an organized crime ring proves to be too much for the FBI, it's time for the 3 brother NINJAS! To use their martial arts skills, they team up to battle the crime ring and outwit some very persistent kidnappers!",29000301,84,Crosses Teenage Mutant Ninja Turtles and Home Alone!
8845,en,Heavy Metal 2000,8.902,4/19/2000,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Science Fiction']","Upon discovery of a shard of what could be the Loc-Nar, a miner named Tyler becomes possessed with an insatiable hunger for power and a thirst for immortality. On his way to the planet of youth, Tyler wipes out most of a space colony and kidnaps a beautiful young woman. His only mistake is that he doesn't kill her sister, Julie, who then sets out on a mission of rescue and revenge.",0,88,not to survive the fight in the external world without inner strength
2825,en,Mortal Kombat: Annihilation,26.274,11/11/1997,"['Action', 'Fantasy', 'Science Fiction']","A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth. Sequel to the film ""Mortal Kombat,"" and based on the popular video game.",51376861,95,"The world was created in six days, so too shall it be destroyed and on the seventh day mankind will rest... in peace"
4087,en,Stasis,19.999,6/2/2017,"['Adventure', 'Science Fiction']","After a night out of partying and left behind by her friends, Ava wakes up and sneaks back home only to find that she's already safe in bed. But that's not Ava - it's someone who looks just like her. A time-traveling fugitive has stolen Ava's body, her identity, and her life. What's more -- she's not alone. There are others, hiding in the past, secretly living among us, plotting to alter the future. Without her body, Ava is a virtual ghost, silent and invisible to the world. And, so far as she knows, she's the only one who can stop them and put the timeline back on course.",0,84,Their war. Our time.
6243,en,Mostly Ghostly,8.938,9/30/2008,"['Family', 'Fantasy']","Based on the successful book series by R.L. Stine, this spooky tale finds 11-year-old Max making a deal with the ghosts who haunt his home. If Max helps them find what was responsible for their parents' disappearance, they'll help him transform from a social nobody to the most popular kid in school.",0,93,From the creator of Goosebumps!
8364,ko,택시운전사,10.432,8/2/2017,"['Action', 'Drama', 'History']","May, 1980. Man-seob is a taxi driver in Seoul who lives from hand to mouth, raising his young daughter alone. One day, he hears that there is a foreigner who will pay big money for a drive down to Gwangju city. Not knowing that he’s a German journalist with a hidden agenda, Man-seob takes the job.",81927980,138,"Based on true events, an untold story of a taxi driver."
3941,ja,パーフェクトブルー,17.095,7/25/1997,"['Animation', 'Thriller']",A retired pop singer turned actress' sense of reality is shaken when she is stalked by an obsessed fan and seemingly a ghost of her past.,112536,81,The color of illusion is Perfect Blue.
9179,de,Good Bye Lenin!,11.608,2/9/2003,"['Comedy', 'Drama']",Alex Kerner's mother was in a coma while the Berlin wall fell. When she wakes up he must try to keep her from learning what happened (as she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.,79384880,121,The German Democratic Republic lives on -- in 79 square meters!
8075,en,Whiskey Tango Foxtrot,11.024,3/4/2016,"['Comedy', 'Drama', 'War']","In 2002, cable news producer Kim Barker decides to shake up her routine by taking a daring new assignment in Kabul, Afghanistan. Dislodged from her comfortable American lifestyle, Barker finds herself in the middle of an out-of-control war zone. Luckily, she meets Tanya Vanderpoel, a fellow journalist who takes the shell-shocked reporter under her wing. Amid the militants, warlords and nighttime partying, Barker discovers the key to becoming a successful correspondent.",23083334,112,From the headlines to the front lines.
9195,en,Moonlight Mile,8.356,9/9/2002,"['Romance', 'Drama']","As he copes with the death of his fiancee along with her parents, a young man must figure out what he wants out of life.",10011050,117,"In life and love, expect the unexpected."
4128,en,Blood Brothers: Malcolm X and Muhammad Ali,21.939,9/9/2021,"['Documentary', 'History']","From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",0,95,
1172,en,Boss Level,49.655,2/19/2021,"['Action', 'Science Fiction', 'Thriller']",A retired special forces officer is trapped in a never-ending time loop on the day of his death.,0,101,"Gone today, here tomorrow"
8668,en,Missing in Action,11.927,11/16/1984,"['Action', 'Adventure', 'Thriller', 'War']","American servicemen are still being held captive in Vietnam and it's up to one man to bring them home in this blistering, fast-paced action/adventure starring martial arts superstar Chuck Norris.Following a daring escape from a Vietnamese POW camp, Special Forces Colonel James Braddock (Norris) is on a mission to locate and save remaining MIAs.",22812411,101,The war's not over until the last man comes home.
4222,en,Snitch,19.41,2/21/2013,"['Thriller', 'Drama', 'Action']","Construction company owner John Matthews learns that his estranged son, Jason, has been arrested for drug trafficking. Facing an unjust prison sentence for a first time offender courtesy of mandatory minimum sentence laws, Jason has nothing to offer for leniency in good conscience. Desperately, John convinces the DEA and the opportunistic DA Joanne Keeghan to let him go undercover to help make arrests big enough to free his son in return. With the unwitting help of an ex-con employee, John enters the narcotics underworld where every move could be his last in an operation that will demand all his resources, wits and courage to survive.",42930462,112,How Far Would You Go To Save Your Son?
4834,en,Justice League: Crisis on Two Earths,23.087,2/23/2010,"['Action', 'Adventure', 'Animation', 'Science Fiction']","A heroic version of Lex Luthor from an alternate universe appears to recruit the Justice League to help save his Earth from the Crime Syndicate, an evil version of the League. What ensues is the ultimate battle of good versus evil in a war that threatens both planets and, through a devious plan launched by Batman's counterpart Owlman, puts the balance of all existence in peril.",0,75,"When Justice meets its match, worlds collide."
2576,en,Klaus,28.048,11/8/2019,"['Animation', 'Family', 'Adventure', 'Comedy']","When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",0,96,Welcome to the jingle
1989,en,Heat,37.356,12/15/1995,"['Action', 'Crime', 'Drama', 'Thriller']",Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,187436818,170,A Los Angeles crime saga.
6973,en,Ouija: Summoning (You Will Kill),14.12,1/1/2015,['Horror'],"Sara lived a seemingly normal life before she had a Ouija board experience that unleashed a dark spirit. The spirit wants Sara to relive it's tortured past, and compels her to commit murder towards one of her family members or loved ones. Sara resists these threats and tries to stand against the power but she's forced to either watch her loved ones die one after the other, or obey the spirit and kill only one of them herself, as the spirit had done to her own son, long before. Sara must kill only one, and face the regret and pain of committing murder, or watch everyone around her die.",0,90,It has been unleashed. Regret changes nothing.
