id,original_language,original_title,popularity,release_date,genre,overview,revenue,runtime,tagline
2750,en,Ace Ventura: When Nature Calls,30.059,11/10/1995,"['Crime', 'Comedy', 'Adventure']","Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",212385533,90,New animals. New adventures. Same hair.
7487,en,Get Over It,12.631,3/8/2001,"['Comedy', 'Romance']","When Berke Landers, a popular high school basketball star, gets dumped by his life-long girlfriend, Allison, he soon begins to lose it. But with the help of his best friend Felix's sister Kelly, he follows his ex into the school's spring musical. Thus ensues a love triangle loosely based upon Shakespeare's ""A Midsummer Night's Dream"", where Berke is only to find himself getting over Allison and beginning to fall for Kelly.",0,86,"Young, Free And Single. Again."
5272,en,Awakening the Zodiac,11.999,6/9/2017,"['Crime', 'Drama', 'Mystery', 'Thriller']","The story follows a down-on-their-luck couple who discovers a serial killer's film reels. They decide to take the law into their own hands, risking everything for the chance at a $100,000 reward. It isn't long until they find themselves in the killer's lethal cross-hairs.",0,100,The deadliest serial killer in U.S. history... is back
5653,en,Sexology,14.321,12/22/2016,['Documentary'],"In a post-sexual revolution world, roughly one-third of all women have never experienced an orgasm. Armed with shocking sexual data, a bunch of insecurities and a determination to unlock the key to feminine sexual energy, filmmakers Catherine Oxenberg and Gabrielle Anwar seek out sexual experts, tantric masters, researchers, and everyday women to unearth feminism's full potential.",0,92,A Million Shades of Grey
3999,en,Occupation: Rainfall,14.241,10/30/2020,"['Science Fiction', 'Action']","Two years into an intergalactic invasion of Earth, survivors in Sydney, Australia, fight back in a desperate ground war. As casualties mount by the day, the resistance and their unexpected allies, uncover a plot that could see the war come to a decisive end. With the Alien invaders hell-bent on making earth their new home, the race is on to save mankind.",331091,128,Take a stand.
6033,en,My Bloody Valentine,13.818,1/16/2009,"['Mystery', 'Horror']","Ten years ago, a tragedy changed the town of Harmony forever. Tom Hanniger, an inexperienced coal miner, caused an accident in the tunnels that trapped and killed five men and sent the only survivor, Harry Warden, into a permanent coma. But Harry Warden wanted revenge. Exactly one year later, on Valentine’s Day, he woke up…and brutally murdered twenty-two people with a pickaxe before being killed.",102836002,101,He's gonna break your heart.
582,en,Bad Lieutenant: Port of Call - New Orleans,95.658,5/21/2009,"['Drama', 'Crime']","Terrence McDonagh is a New Orleans Police sergeant, who recieves a medal and a promotion to lieutenant for heroism during Hurricane Katrina. Due to his heroic act, McDonagh injures his back and becomes addicted to prescription pain medication. He then finds himself involved with a drug dealer who is suspected of murdering a family of African immigrants.",10589102,122,The only criminal he can't catch is himself.
9930,en,Total Eclipse,9.271,11/3/1995,"['Romance', 'Drama']","Young, wild poet Arthur Rimbaud and his mentor Paul Verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle.",339889,111,Touched by Genius. Cursed by Madness. Blinded by Love.
7051,en,Half Brothers,13.295,12/4/2020,"['Comedy', 'Drama']","A story about the complex connection with a brother who is based in Mexico, meant to be a metaphor of the relationship between neighboring countries America and Mexico.",0,96,There's no running from family.
8158,en,Alvin and the Chipmunks Meet the Wolfman,11.254,8/29/2000,"['Animation', 'Family', 'Fantasy', 'Music', 'Horror', 'Comedy']","It's the Chipmunks' third and final full-length feature! Alvin is struggling with nightmares of werewolves. Alvin believes that the new next-door neighbor Mr. Talbot is a werewolf. Of course, no one believes him. Meanwhile, the boys are working on the school production of Dr. Jekyll &amp; Mr. Hyde. When Alvin blows up the school auditorium, he is expelled from the production. Theodore is put in to rise his lack of confidence. Alvin and Simon are trying to discover the secret of Mr. Talbot. Will the play go as planned or will the Chipmunks mess it up?!",0,77,
9896,en,Mr. Magoo,7.526,12/25/1997,"['Comedy', 'Family']","Mr. Magoo, a man with terrible eyesight, gets caught up in a museum robbery.",75000000,84,You won't believe your eyes.
2249,en,American History X,35.721,7/1/1998,['Drama'],"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",23875127,119,Some Legacies Must End.
4640,en,The Power of the Dog,16.152,11/17/2021,"['Western', 'Romance', 'Drama']","A domineering, magnetic rancher responds with mocking cruelty when his brother brings home a new wife and her son, until the unexpected comes to pass.",0,126,
9485,en,Gallowwalkers,9.575,10/27/2012,"['Action', 'Horror', 'Western']","When a nun broke her covenant with God to save the life of  her unborn son, Aman, he was cursed for life. As an adult, Aman has killed those who have crossed him. But his curse brings his victims back to life and they pursue him for revenge, so Aman enlists a young gunman to fight by his side against his undead victims.",0,90,
4947,en,Aztech,17.636,11/20/2020,"['Science Fiction', 'Fantasy', 'Horror']",Fragments of a meteor crash in Mexico and United States. Thirteen stories in different spaces and times happen in places of collisions .,0,90,
9920,ja,天国と地獄,11.523,3/1/1963,"['Crime', 'Drama', 'Mystery', 'Thriller']",An executive of a shoe company becomes a victim of extortion when his chauffeur's son is kidnapped and held for ransom.,0,142,"From Akira Kurosawa, director of ""Yojimbo"" and ""Sanjuro"" comes a tense, taut film of a modern ""perfect crime"" with more excitement than even Hitchcock could create."
1963,en,Peppermint,32.424,9/6/2018,"['Action', 'Thriller']","A grieving mother transforms herself into a vigilante following the murders of her husband and daughter, eluding the authorities to deliver her own personal brand of justice.",48818723,102,The system failed. She won't.
8243,en,Zombie Tidal Wave,10.643,8/17/2019,"['Action', 'Adventure', 'Comedy', 'Horror', 'Science Fiction', 'Thriller']",A fisherman contends with an ocean-borne outbreak that threatens his seaside island community.,0,86,
6590,ja,獣兵衛忍風帖,13.827,6/5/1993,"['Fantasy', 'Adventure', 'Animation']","Jubei is a masterless ninja who travels the land alone, lending his services to those with gold—or a worthy cause. His fearsome abilities have served him well, but a plot to overthrow the government threatens to end his wandering ways—and possibly his life.",0,94,"Feudal Japan—a time of danger, intrigue and deception . . ."
8847,en,Up in Smoke,9.151,1/1/1978,['Comedy'],"An unemployed pot-smoking slacker and amateur drummer, Anthony Stoner ditches his strict parents and hits the road, eventually meeting kindred spirit Pedro de Pacas. While the drug-ingesting duo is soon arrested for possession of marijuana, Anthony and Pedro get released on a technicality, allowing them to continue their many misadventures and ultimately compete in a rock band contest, where they perform the raucous tune ""Earache My Eye.""",41590893,86,The movie that'll have you rolling in the aisles.
321,ja,るろうに剣心 最終章 The Final,120.346,4/23/2021,"['Action', 'Adventure', 'Drama']","In 1879, Kenshin and his allies face their strongest enemy yet: his former brother-in-law Enishi Yukishiro and his minions, who've vowed their revenge.",33457923,138,
2678,en,Welcome to the Jungle,30.254,4/27/2013,['Comedy'],A company retreat on a tropical island goes terribly awry.,0,95,Unleash your inner beast!
4625,en,Music and Lyrics,16.931,2/9/2007,"['Comedy', 'Music', 'Romance']","A washed up singer is given a couple days to compose a chart-topping hit for an aspiring teen sensation. Though he's never written a decent lyric in his life, he sparks with an offbeat younger woman with a flair for words.",145896422,104,Share the music with someone you love.
4949,es,El Siete Machos,14.584,2/5/1951,"['Comedy', 'Western']","Rosario, the niece of the rancher, returns to the ranch after ten years of absence. She takes in Margarito, a worker at the ranch, who is immediately smitten by her. Rosario is rescued from a runaway horse by the Seven Men, an outlaw a la Robin Hood that steals from the rich and gives to the poor. He also happens to be the twin brother of Margarito, unbeknownst to him. The confusion between Margarito and the Seven Men generates great comical situations in the film.",0,108,
8328,en,Life Itself,9.484,7/4/2014,['Documentary'],"The surprising and entertaining life of renowned film critic and social commentator Roger Ebert (1942-2013): his early days as a freewheeling bachelor and Pulitzer Prize winner, his famously contentious partnership with Gene Siskel, his life-altering marriage, and his brave and transcendent battle with cancer.",0,121,The only thing Roger loved more than movies
3337,ja,ピーチガール,28.411,5/20/2017,"['Romance', 'Comedy', 'Drama']","It's not easy being beautiful. The envy, the jealousy, the vicious rumors spread by your best friend. That's life for young Momo. While everyone thinks that Momo is a wild party girl, the reality is that she is shy and lonely. Can Momo confess her love to her classmate, Toji, or will her best friend Sae steal him away. It's a bittersweet drama of growing up and fitting in that will charm readers everywhere.",0,116,
5589,en,Wild Target,13.001,6/17/2010,"['Action', 'Comedy']","Victor Maynard is a middle-aged, solitary assassin who lives to please his formidable mother, despite his own peerless reputation for lethal efficiency. His professional routine is interrupted when he finds himself drawn to one of his intended victims. After sparing her life, he unexpectedly acquires a young apprentice. Believing Victor to be a private detective, his two new companions tag along, while he attempts to thwart the murderous attentions of his unhappy client.",3453043,98,They said 'Take her out'. He got the wrong idea.
251,ja,劇場版 ポケットモンスター ミュウツーの逆襲 EVOLUTION,171.112,7/12/2019,"['Animation', 'Adventure', 'Fantasy', 'Action', 'Family']","After accepting an invitation from a mysterious trainer, Ash, Misty and Brock meet Mewtwo, an artificially created Pokémon who wants to do battle.",26654184,98,The legend returns...
3973,en,The 13th Warrior,21.319,8/13/1999,"['Adventure', 'History', 'Action']","A Muslim ambassador exiled from his homeland, Ahmad ibn Fadlan finds himself in the company of Vikings. While the behavior of the Norsemen initially offends ibn Fadlan, the more cultured outsider grows to respect the tough, if uncouth, warriors. During their travels together, ibn Fadlan and the Vikings get word of an evil presence closing in, and they must fight the frightening and formidable force, which was previously thought to exist only in legend.",61698899,102,Prey for the living.
6630,en,Damage,11.363,12/2/1992,"['Drama', 'Romance']",The life of a respected British politician at the height of his career crumbles when he becomes obsessed with his son's lover.,7532911,111,Desire... Deceit... Destiny...
5547,en,Phone Booth,13.017,9/9/2002,"['Thriller', 'Drama']","A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.",97837138,81,No options. No lies. No fear. No deals. Just keep talking.
35,en,After We Fell,625.512,9/1/2021,"['Romance', 'Drama']","Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",19000000,99,
8362,en,The Shaggy Dog,10.474,3/9/2006,"['Comedy', 'Family']",The tale of a workaholic dad-turned-dog who finds that being man's best friend shows him the most important job - being a great dad.,87134280,98,It's going to be a ruff day.
1513,en,Insidious: Chapter 3,45.625,6/4/2015,"['Horror', 'Drama', 'Thriller']","A twisted new tale of terror begins for a teenage girl and her family, and revealing more mysteries of the otherworldly realm, 'The Further'.",104303851,97,This is how you die
9317,en,Close Range,13.797,12/11/2015,"['Action', 'Crime']","A rogue soldier turned outlaw is thrust into a relentless fight with a corrupt sheriff, his obedient deputies, and a dangerous drug cartel in order to protect his sister and her young daughter.",0,80,Colton MacReady...is coming home.
39,en,Coco,573.567,10/27/2017,"['Family', 'Animation', 'Fantasy', 'Music', 'Comedy', 'Adventure']","Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",800526015,105,The celebration of a lifetime
4819,en,Scooby-Doo! and the Goblin King,17.342,1/1/2008,"['Mystery', 'Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy', 'Music']","Scooby-Doo and Shaggy must go into the underworld ruled by the Goblin King in order to stop a mortal named The Amazing Krudsky who wants power and is a threat to their pals, Fred, Velma and Daphne.",0,75,
3465,en,Shazam! Fury of the Gods,22.952,6/1/2023,"['Comedy', 'Action', 'Fantasy']",The further adventures of crime-fighting superhero Shazam.,0,0,
1760,en,Los 7 pecados capitales,38.656,1/1/1975,[],Mexican feature film,0,60,
2304,en,Brokeback Mountain,28.279,9/10/2005,"['Drama', 'Romance']","Two modern-day cowboys meet on a shepherding job in the summer of '63, the two share a raw and powerful summer together that turns into a lifelong relationship conflict",178043761,134,Love is a force of nature
3723,no,Thelma,28.999,9/15/2017,"['Drama', 'Mystery', 'Thriller']",A college student starts to experience extreme seizures. She soon learns that the violent episodes are a symptom of inexplicable abilities.,1471656,117,Sometimes the most terrifying discovery is who you really are
8284,en,Batman Unlimited: Monster Mayhem,10.962,8/18/2015,"['Action', 'Animation', 'Family']","The Joker is aided in his Halloween quest to render modern technology useless and take over Gotham City by Solomon Grundy, Silver Banshee, Clayface and Scarecrow.",0,81,It's a fright to the finish for Batman!
4993,en,The Kid Detective,18.708,10/16/2020,"['Comedy', 'Drama', 'Mystery']","A once-celebrated kid detective, now 31, continues to solve the same trivial mysteries between hangovers and bouts of self-pity. Until a naive client brings him his first 'adult' case, to find out who brutally murdered her boyfriend.",0,99,No longer a kid. Not much of a detective.
8127,en,The Philadelphia Experiment,12.258,8/3/1984,"['Science Fiction', 'Adventure', 'Thriller']","Based on an ""actual event"" that took place in 1943. About a US Navy Destroyer Escort that disappeared from the Philadelphia Naval Shipyard, and sent two men 40 years into the future to 1984.",0,102,Will you survive?
3032,ja,借りぐらしのアリエッティ,31.086,7/16/2010,"['Fantasy', 'Animation', 'Family']","14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. However, life changes for the Clocks when a human boy discovers Arrietty.",145570827,94,Do not be seen by humans. That's been the law of children of the underfloor.
7938,en,The New Guy,13.044,5/10/2002,"['Comedy', 'Family']","Nerdy high school senior Dizzy Harrison has finally gotten lucky -- after purposely getting expelled, he takes lessons in 'badass cool' from a convict and enrolls at a new school. But can he keep up the ruse?",31167388,88,A zero will rise.
3039,en,Lady and the Tramp,27.854,11/12/2019,"['Family', 'Romance', 'Comedy']","The love story between a pampered Cocker Spaniel named Lady and a streetwise mongrel named Tramp. Lady finds herself out on the street after her owners have a baby and is saved from a pack by Tramp, who tries to show her to live her life footloose and collar-free.",0,111,Be loyal. Be brave. Be loved.
9655,en,Ramona and Beezus,9.554,7/23/2010,"['Comedy', 'Family']","Ramona is a little girl with a very big imagination and a nose for mischief. Her playful antics keep everyone in her loving family on their toes, including her older sister Beezus, who's just trying to survive her first year of high school. Through all the ups and downs of childhood, Ramona and Beezus learn that anything's possible when you believe in yourself and rely on each other.",27293743,103,A Little Sister Goes A Long Way.
2545,en,The Ant Bully,28.662,7/28/2006,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']","Fed up with being targeted by the neighborhood bully, 10-year-old Lucas Nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. Convicted of ""crimes against the colony,"" Lucas can only regain his freedom by living with the ants and learning their ways.",55181129,88,The battle for the lawn is on.
2592,es,[REC] 4: Apocalipsis,28.113,10/31/2014,"['Thriller', 'Horror']","Ángela Vidal, the young television reporter who entered the building with the firemen, manages to make it out alive. But what the soldiers don't know is that she carries the seed of the strange infection. She is to be taken to a provisional quarantine facility, a high-security installation where she will have to stay in isolation for several days. An old oil tanker, miles off shore and surrounded by water on all sides, has been especially equipped for the quarantine.",4915757,95,It’s time to leave.
1188,en,To All the Boys I've Loved Before,51.792,8/16/2018,"['Comedy', 'Romance']",Lara Jean's love life goes from imaginary to out of control when her secret letters to every boy she's ever fallen for are mysteriously mailed out.,0,100,The Letters Are Out.
7966,en,Marjorie Prime,9.796,1/23/2017,"['Drama', 'Mystery', 'Science Fiction']",A service which creates holographic projections of late family members allows an elderly woman to spend time with a younger version of her deceased husband.,0,99,
6077,de,Nosferatu - Phantom der Nacht,12.546,1/17/1979,"['Drama', 'Horror']","Jonathan Harker, a real estate agent, goes to Transylvania to visit the mysterious Count Dracula and formalize the purchase of a property in Wismar. Once Jonathan is caught under his evil spell, Dracula travels to Wismar where he meets the beautiful Lucy, Jonathan's wife, while a plague spreads through the town, now ruled by death.",0,107,Nosferatu… he who is doomed to wander alone in darkness
107,en,Swim,273.818,8/13/2021,"['Horror', 'Action']","A family gets trapped in their storm flooded vacation rental, tries to escape from a hungry shark that made it's way into the house.",0,87,
1315,zh,美人鱼,49.496,2/8/2016,"['Comedy', 'Fantasy', 'Romance']","A playboy business tycoon, Liu Xuan, purchases the Green Gulf, a wildlife reserve, for a sea reclamation project, and uses sonar technology to get rid of the sea life in the area. Unknown to him, the Green Gulf is the home of merpeople, and the sonar has caused many of them to succumb to illness or die. Xuan's business ventures in the area are threatened when he crosses paths with the mermaid, Shan, who is sent to avenge her people.",553810228,93,"Half Fish, Half Human, 100% Assassin"
8187,en,We Summon the Darkness,11.99,8/28/2020,"['Horror', 'Thriller']",Three best friends attending a heavy-metal show cross paths with sadistic killers after they travel to a secluded country home for an after party.,164677,91,It's going to be one HELL of a party.
2753,en,Sin City,28.409,4/1/2005,"['Thriller', 'Action', 'Crime']","Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",158733820,124,Walk down the right back alley in Sin City and you can find anything...
9753,en,Rachel Getting Married,8.792,10/3/2008,['Drama'],A young woman who has been in and out from rehab for the past 10 years returns home for the weekend for her sister's wedding.,16937968,113,The perfect weekend for a wedding… but the storm is coming.
6231,en,The Forgotten,13.691,9/24/2004,"['Thriller', 'Drama', 'Horror', 'Mystery', 'Science Fiction']","Telly Paretta is a grieving mother struggling to cope with the loss of her 8-year-old son. She is stunned when her psychiatrist reveals that she has created eight years of memories about a son she never had. But when she meets a man who has had a similar experience, Telly embarks on a search to prove her son's existence, and her sanity.",117592831,91,You'll Never Forget The Ones You Love
2876,en,Sherlock: The Abominable Bride,23.754,1/1/2016,"['Crime', 'Drama', 'Mystery', 'TV Movie']",Sherlock Holmes and Dr. Watson find themselves in 1890s London in this holiday special.,0,90,Welcome to Sherlock 1895!
5323,en,Naked Lunch,13.866,12/27/1991,"['Crime', 'Drama']","Blank-faced bug killer Bill Lee and his dead-eyed wife, Joan, like to get high on Bill's pest poisons while lounging with Beat poet pals. After meeting the devilish Dr. Benway, Bill gets a drug made from a centipede. Upon indulging, he accidentally kills Joan, takes orders from his typewriter-turned-cockroach, ends up in a constantly mutating Mediterranean city and learns that his hip friends have published his work -- which he doesn't remember writing.",0,115,Exterminate all rational thought.
799,en,Zootopia,72.082,2/11/2016,"['Animation', 'Adventure', 'Family', 'Comedy']","Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",1023784195,109,Welcome to the urban jungle.
3570,ja,魔法少女リリカルなのは Detonation,23.786,10/19/2018,"['Action', 'Animation', 'Science Fiction']","As the conflict that began in Magical Girl Lyrical Nanoha: Reflection continues to escalate, Nanoha and her allies soon find out the troubled history between Iris and Yuri, which is related to the tragedy of Eltoria's ""Planet Reclamation Committee"".",1502605,111,
2894,es,Cicatrices,26.569,9/16/2005,['Drama'],"The story of a dysfunctional couple, whose problems will inevitably deteriorate their marriage and their son's life.",0,105,
2927,en,Beyond the Reach,25.462,9/6/2014,['Thriller'],A high-rolling corporate shark and his impoverished young guide play the most dangerous game during a hunting trip in the Mojave Desert.,45895,95,
8178,en,A Flintstones Christmas Carol,12.58,11/24/1994,"['Animation', 'Comedy', 'Family', 'TV Movie']","Fred is cast as Ebenezer Scrooge in a stage adaption of the classic Christmas story, but is acting a bit stingy in real life.",0,70,
971,pt,Como Hackear Seu Chefe,51.145,6/4/2021,['Comedy'],"Victor accidentally sends a compromising email to his nagging boss. With the help of his office crush and a clueless friend, he'll try to save his job while having to deal with a rook hacker the porn industry, a children's online game and Smiley, the company mascot.",0,0,
6687,en,Jawbreaker,13.797,1/30/1999,"['Comedy', 'Crime']","Three of Reagan High School's most popular girls pretend to kidnap their friend by shoving a jawbreaker into the victim's mouth to keep her from screaming. Their plan goes awry when the girl swallows the jawbreaker, choking to death. Now the leader of the pack will do anything to keep the accident a secret.",3076820,87,Death totally bites
8575,en,Skinwalkers,10.442,3/20/2006,"['Fantasy', 'Action', 'Horror']","Creatures, bound by the blood of the wolf, that can kill with curses and move at lightening speed, watching the night sky for the rise of the blood-red crescent moon. They are SKINWALKERS. They feed on our flesh and thirst for the taste of human blood. The red moon signals each pack, divided by principles, hell bent to survive an ancient prophecy.",0,110,"For them to live, we must die."
2020,en,Ghosts of War,32.383,7/3/2020,"['Horror', 'Thriller', 'War', 'Fantasy']",A group of World War II American soldiers encounter a supernatural enemy as they occupy a French castle previously under Nazi control.,178592,94,You can't hide from yourself.
9054,no,Polaroid,12.882,10/26/2015,[],"A biker, a Muslim, a lesbian and a Christian. What do these people have in common? This short film explores the themes of prejudice, showcasing stereotypical characters set in the same area.",0,16,
952,en,Terminator: Dark Fate,59.969,10/23/2019,"['Action', 'Adventure', 'Science Fiction']","Decades after Sarah Connor prevented Judgment Day, a lethal new Terminator is sent to eliminate the future leader of the resistance. In a fight to save mankind, battle-hardened Sarah Connor teams up with an unexpected ally and an enhanced super soldier to stop the deadliest Terminator yet.",261119292,128,Welcome to the day after judgement day
5359,en,Minions: Training Wheels,17.858,12/10/2013,"['Animation', 'Comedy', 'Family']","Margo, Edith, and Agnes spot an ice cream truck.The three of them go after the truck but Agnes falls as she attempts to pedal to the truck. The Minions, seeing her so upset by this, decide to build her a unicorn-themed motorcycle. Agnes goes for a little ride around town.",0,4,
3857,en,Erin Brockovich,21.45,3/17/2000,['Drama'],"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",256271286,131,She brought a small town to its feet and a huge corporation to its knees.
5861,en,Safe Haven,15.638,2/7/2013,"['Romance', 'Thriller']","A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",97594140,115,You know it when you find it
3145,en,The X Files,23.364,6/19/1998,"['Mystery', 'Science Fiction', 'Thriller']","Mulder and Scully, now taken off the FBI's X Files cases, must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of Earth.",189198313,121,Fight the Future
3305,en,Dragonheart: Battle for the Heartfire,25.774,7/9/2017,"['Fantasy', 'Adventure']","When the King Gareth dies, his potential heirs, twin grandchildren who possess the dragon’s unique strengths, use their inherited powers against each other to vie for the throne. When Drago’s source of power – known as the Heartfire – is stolen, more than the throne is at stake; the siblings must end their rivalry with swords and sorcery or the kingdom may fall.",0,98,
3006,en,Tremors 5: Bloodlines,30.116,10/6/2015,"['Action', 'Adventure', 'Comedy', 'Horror', 'Science Fiction']","The giant, man-eating Graboids are back and even deadlier than before, terrorizing the inhabitants of a South African wildlife reserve as they attack from below-and above.",0,99,
9001,en,Leap of Faith,7.631,12/18/1992,"['Comedy', 'Drama', 'Romance']","Jonas Nightengale is a fraudulent Christian faith healer who makes a living travelling around America holding revival meetings and conducting 'miracles' with the help of his friend and manager, Jane, and their entourage.",23369283,108,"Real miracles, sensibly priced."
7770,en,Giant Little Ones,9.341,1/3/2019,['Drama'],"Two popular teen boys, best friends since childhood, discover their lives, families, and girlfriends dramatically upended after an unexpected incident occurs on the night of a 17th birthday party.",0,93,Love without labels. Live without regrets.
7438,en,Major Movie Star,10.394,11/7/2008,"['Comedy', 'War', 'Adventure', 'Drama']","When fluffy, bubble gum movie star Megan Valentine suddenly finds herself broke and humiliated in the public eye, she wanders from the wreckage of a car accident and witlessly enlists in the U.S. Army hoping in vain that it will change her life.",103971,98,The Army Will Never Be The Same
7942,fr,À bout de souffle,12.644,3/16/1960,"['Drama', 'Crime']","A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he attempts to persuade a girl to run away to Italy with him.",0,90,
9238,en,Our Ladies,7.469,6/18/2021,"['Comedy', 'Drama']","In 1990s Scotland, a group of Catholic school girls get an opportunity to go into Edinburgh for a choir competition, but they're more interested in drinking, partying and hooking up than winning the competition.",0,100,The sisters of no mercy.
1056,en,The Rebound,64.141,9/16/2009,"['Romance', 'Comedy']","Upon discovering her husband's infidelity, Sandy leaves the suburbs and moves into the city. There, she befriends Aram, a guy whose wife only married him so she could get a green card. Sandy hires Aram to be her nanny, and  it isn't long until Aram and Sandy find out they get along wonderfully and start to date. But is their relationship real or is it, in fact, just a rebound for both of them?",21791288,95,She's still got it. He's just getting it.
3154,ja,ワンピース デッドエンドの冒険,30.956,3/1/2003,"['Action', 'Animation', 'Adventure']","Desperate for cash, the Straw Hat Pirates enter a secret race between pirate crews known as the Dead End Competition. There, they must battle against powerful people, including the bounty hunter who wants to kill Gasparde and a climatic battle with Marine-turned-pirate Captain Gasparde.",14817006,95,
3787,en,Romeo Must Die,23.45,3/22/2000,"['Action', 'Crime', 'Thriller']","Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang Sing and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!",91036760,115,"In the city ruled by criminals, two families have forgotten their fear. He will make them remember."
